"107";"Богородское"
"108";"Болгар"
"109";"Болдино"
"110";"Бологое"
"111";"Болонь"
"112";"Болхов"
"113";"Большая речка"
"114";"Большие Белыничи"
"115";"Большие Всегодичи"
"116";"Большие Вязёмы"
"117";"Большие Гари"
"118";"Большое Болдино"
"119";"Большое Заречье"
"120";"Большое Козино"
"121";"Большое Федоровское"
"122";"Большой Вьяс"
"123";"Бор"
"124";"Борисовка"
"125";"Борисово"
"126";"Борисовское"
"127";"Борисоглебский"
"128";"Борки"
"129";"Борнуково"
"130";"Боровиково"
"131";"Боровичи"
"132";"Боровск"
"133";"Боровское"
"134";"Бородино"
"135";"Борок"
"136";"Борок"
"137";"Бортнево"
"138";"Братск"
"139";"Бредихино"
"140";"Бронницы"
"141";"Брыкин Бор"
"142";"Брянск"
"143";"Бугульма"
"144";"Буденновск"
"145";"Будённовская"
"146";"Будогощь"
"147";"Буинск"
"148";"Бутурлино"
"149";"Бытошь"
"150";"Вад"
"151";"Валаам"
"152";"Валдай"
"153";"Валищево"
"154";"Валуево"
"155";"Валуйки"
"156";"Варзуга"
"157";"Варна"
"158";"Василево"
"159";"Васильевский мох"
"160";"Васильевское"
"161";"Введенская слобода"
"162";"Введеньё"
"163";"Велдозеро"
"164";"Великая Губа"
"165";"Великая Топаль"
"166";"Великие Луки"
"167";"Великий Новгород"
"168";"Великий Устюг"
"169";"Великое"
"170";"Великорецкое"
"171";"Вельдеманово"
"172";"Вельск"
"173";"Венев Монастырь"
"174";"Венёв"
"175";"Вербилки"
"176";"Верея"
"177";"Верзилово"
"178";"Верижица"
"179";"Вернадовка"
"180";"Вертково"
"181";"Верх-Нейвинский"
"182";"Верхне-Никульское"
"183";"Верхнее Мячково"
"184";"Верхнетуломский"
"185";"Верхнеуральск"
"186";"Верхняя Пышма"
"187";"Верхняя Санарка"
"188";"Верхняя Синячиха"
"189";"Верхняя Троица"
"190";"Верхотурье"
"191";"Весьегонск"
"192";"Ветвеник"
"193";"Ветошкино"
"194";"Вешаловка"
"195";"Вёшенская"
"196";"Видлица"
"197";"Виноградово"
"198";"Владивосток"
"199";"Владимир"
"200";"Владимировка"
"201";"Владимирское"
"202";"Волговерховье"
"203";"Волгово"
"204";"Волгоград"
"205";"Волженец"
"206";"Волжский"
"207";"Волковицы"
"208";"Волконка"
"209";"Вологда"
"210";"Володкино"
"211";"Волок"
"212";"Волоколамск"
"213";"Волосово"
"214";"Волочаевка"
"215";"Волочаевка 1-я"
"216";"Волхов"
"217";"Воробьи"
"218";"Воронеж"
"219";"Вороново"
"220";"Воронцово"
"221";"Ворсма"
"222";"Ворша"
"223";"Воскресенск"
"224";"Воткинск"
"225";"Всеволожск"
"226";"Всходы"
"227";"Выборг"
"228";"Выбуты"
"229";"Выгоничи"
"230";"Выдропужск"
"231";"Выкса"
"232";"Выползово"
"233";"Выползово"
"234";"Выра"
"235";"Вырица"
"236";"Высокое"
"237";"Высоцк"
"238";"Вытегра"
"239";"Выша"
"240";"Вышегор"
"241";"Вышний Волочек"
"242";"Вязники"
"243";"Вязьма"
"244";"Вяртсиля"
"245";"Гаврилов-Ям"
"246";"Гаврилова Гора"
"247";"Гагарин"
"248";"Гагино"
"249";"Гаевка"
"250";"Газопровод"
"251";"Галич"
"252";"Галкино"
"253";"Гатчина"
"254";"Гвардейск"
"255";"Гверстянка"
"256";"Гдов"
"257";"Геленджик"
"258";"Гжель"
"259";"Гирвас"
"260";"Глебово"
"261";"Глебово Городище"
"262";"Глебовский"
"263";"Глобицы"
"264";"Гололобово"
"265";"Голубино"
"266";"Гора Соколиха"
"267";"Горелое"
"268";"Горицы"
"269";"Горки"
"270";"Горки Ленинские"
"271";"Горно-Алтайск"
"272";"Горный"
"273";"Городец"
"274";"Городище"
"275";"Городище"
"276";"Городня"
"277";"Гороховец"
"278";"Горы"
"279";"Госзаповедник"
"280";"Градницы"
"281";"Гремячево"
"282";"Гремячее"
"283";"Грибаново"
"284";"Грибное"
"285";"Грибоедово"
"286";"Григорово"
"287";"Гридино"
"288";"Грузино"
"289";"Грумант"
"290";"Грязовец"
"291";"Гуамка"
"292";"Губкин"
"293";"Гуково"
"294";"Гурьевск"
"295";"Гусь-Железный"
"296";"Гусь-Хрустальный"
"297";"Давыдово"
"298";"Дагомыс"
"299";"Далматово"
"300";"Данилов"
"301";"Данки"
"302";"Данков"
"303";"Дарна"
"304";"Дворики (Камешковский р-н)"
"305";"Дворяниново"
"306";"Дебесы"
"307";"Деболовское"
"308";"Девица"
"309";"Деденево"
"310";"Дедилово"
"311";"Дедово"
"312";"Демидов"
"313";"Демино"
"314";"Десна-Буревестник"
"315";"Детчино"
"316";"Джанхот"
"317";"Дзержинск"
"318";"Дзержинский"
"319";"Дивеево"
"320";"Дивногорье"
"321";"Диево Городище"
"322";"Димитровград"
"323";"Дмитриев-Льговский"
"324";"Дмитров"
"325";"Дмитровский Погост"
"326";"Добрунь"
"327";"Добрянка"
"328";"Долгая Поляна"
"329";"Долгомостье"
"330";"Долгоруково"
"331";"Домбай"
"332";"Домодедово"
"333";"Донское"
"334";"Донской"
"335";"Дорогобуж"
"336";"Дракино"
"337";"Дровнино"
"338";"Дрожжино"
"339";"Дубна"
"340";"Дубна"
"341";"Дубовка"
"342";"Дубосеково"
"343";"Дубровка"
"344";"Дудкино"
"345";"Дунилово"
"346";"Дунино"
"347";"Дурнятская котловина"
"348";"Душоново"
"349";"Дымково"
"350";"Дятьково"
"351";"Егорьевск"
"352";"Ейск"
"353";"Екатеринбург"
"354";"Елабуга"
"355";"Елец"
"356";"Елизарово"
"357";"Елшанка"
"358";"Ельня"
"359";"Емецк"
"360";"Епифань"
"361";"Еремейцево"
"362";"Ерлино"
"363";"Ермаки"
"364";"Ессентуки"
"365";"Ефимьево"
"366";"Железноводск"
"367";"Железногорск"
"368";"Железнодорожный"
"369";"Жестылево"
"370";"Жигулёвск"
"371";"Жидилов Бор"
"372";"Жирятино"
"373";"Жудрё"
"374";"Жуков"
"375";"Жуковский"
"376";"За Родину"
"377";"Заборово"
"378";"Заборье"
"379";"Заволжск"
"380";"Заволжье"
"381";"Задонск"
"382";"Заозерье"
"383";"Заокский"
"384";"Западная Двина"
"385";"Зарайск"
"386";"Заречье"
"387";"Заря"
"388";"Захарово"
"389";"Захоломье"
"390";"Зачачье"
"391";"Звездный городок"
"392";"Звенигород"
"393";"Зеленоборский"
"394";"Зеленогорск"
"395";"Зеленоградск"
"396";"Зеленый Берег"
"397";"Зеленый город"
"398";"Зеленый Шум"
"399";"Златоуст"
"400";"Злынь"
"401";"Знаменское"
"402";"Золотарёвка"
"403";"Золотой"
"404";"Зубцов"
"405";"Зуево (Вашкинский р-н)"
"406";"Ивангород"
"407";"Иваниши"
"408";"Иваново"
"409";"Ивановская"
"410";"Ивановское"
"411";"Ивановское"
"412";"Ивантеевка"
"413";"Ивашково"
"414";"Ивот"
"415";"Игнатовское"
"416";"Игнойла"
"417";"Ижевск"
"418";"Ижевское"
"419";"Избербаш"
"420";"Изборск"
"421";"Известковый"
"422";"Икша"
"423";"Иловля"
"424";"Ильинка"
"425";"Ильинский погост"
"426";"Ильинское"
"427";"Ильинское (Малоярославецкий р-н)"
"428";"Инема"
"429";"Инжавино"
"430";"Инзер"
"431";"Институт коневодства"
"432";"Интерпосёлок"
"433";"Иня"
"434";"Ирбит"
"435";"Иргизлы"
"436";"Иркутск"
"437";"Искитим"
"438";"Истомино"
"439";"Истра"
"440";"Ичалки"
"441";"Ишим"
"442";"Йошкар-Ола"
"443";"Кабардинка"
"444";"Каблуково"
"445";"Кага"
"446";"Казаково"
"447";"Казань"
"448";"Казахский аул"
"449";"Казачий брод"
"450";"Калач"
"451";"Калевала"
"452";"Калининград"
"453";"Калуга"
"454";"Калязин"
"455";"Каменка"
"456";"Каменка (Выборгский р-н)"
"457";"Каменка (Красноармейский р-н)"
"458";"Каменка (Любытинский р-н)"
"459";"Каменномостский"
"460";"Каменское"
"461";"Каменское (Черняховский р-н)"
"462";"Камышин"
"463";"Канадей"
"464";"Кандалакша"
"465";"Карабаш"
"466";"Карандаково"
"467";"Карачаевск"
"468";"Карачев"
"469";"Каргашино"
"470";"Каргинская"
"471";"Каргополь"
"472";"Карпово"
"473";"Касимов"
"474";"Касли"
"475";"Катав-Ивановск"
"476";"Кашин"
"477";"Каширское"
"478";"Кемерово"
"479";"Кемь"
"480";"Кенозерский национальный парк"
"481";"Кидекша"
"482";"Кикерино"
"483";"Килимово"
"484";"Кимжа"
"485";"Кимовск"
"486";"Кимры"
"487";"Кингисепп"
"488";"Кинешма"
"489";"Киреевск"
"490";"Киржач"
"491";"Киржач (Покровский район)"
"492";"Кириллов"
"493";"Кирицы"
"494";"Киров"
"495";"Кировск"
"496";"Кислая Губа"
"497";"Кисловодск"
"498";"Кичменгский городок"
"499";"Климов завод"
"500";"Климовка"
"501";"Климово"
"502";"Клин"
"503";"Клинцы"
"504";"Княжиха"
"505";"Князево"
"506";"Кобрино"
"507";"Ковров"
"508";"Коелга"
"509";"Козелкино"
"510";"Козельск"
"511";"Козловка"
"512";"Козьмодемьянск"
"513";"Коккорево"
"514";"Кола"
"515";"Колбеки"
"516";"Коломна"
"517";"Коломно"
"518";"Колоцкое"
"519";"Комсомольск-на-Амуре"
"520";"Конаково"
"521";"Конвейер"
"522";"Кондаково"
"523";"Кондопога"
"524";"Кондрово"
"525";"Константиново"
"526";"Кончанско-Суворовское"
"527";"Конь-Колодезь"
"528";"Копорье"
"529";"Коптелово"
"530";"Коркино"
"531";"Королёв"
"532";"Коростынь"
"533";"Косилово"
"534";"Костомарово"
"535";"Костомукша"
"536";"Кострома"
"537";"Костыши"
"538";"Котельнич"
"539";"Котлас"
"540";"Коуровка"
"541";"Красная Горка"
"542";"Красноборский"
"543";"Красногорск"
"544";"Красногорский"
"545";"Краснодар"
"546";"Красное"
"547";"Красное (Орехово-Зуевский р-н)"
"548";"Красное (Старицкий р-н)"
"549";"Красное Поле"
"550";"Красное-на-Волге"
"551";"Краснолесный"
"552";"Краснополец"
"553";"Красноусольский"
"554";"Краснофлотск"
"555";"Красноярск"
"556";"Красный Броневик"
"557";"Красный Партизан"
"558";"Красный Рог"
"559";"Красный Сокол"
"560";"Красный Холм"
"561";"Красный Холм"
"562";"Кривель"
"563";"Кривой порог"
"564";"Кронштадт"
"565";"Кружилин"
"566";"Крутой Верх"
"567";"Крыпецкое"
"568";"Кстово"
"569";"Кубинка-1"
"570";"Кувшиново"
"571";"Кудымкар"
"572";"Кузнецк"
"573";"Кузнецово"
"574";"Кузнецы"
"575";"Кузовка"
"576";"Кузьменки"
"577";"Кузьминское"
"578";"Кукобой"
"579";"Кунгур"
"580";"Купчегень"
"581";"Курба"
"582";"Курган"
"583";"Куровское"
"584";"Курск"
"585";"Куртяево"
"586";"Кучино (Чусовской р-н)"
"587";"Кушва"
"588";"Кущевская"
"589";"Кызыл"
"590";"Кыштым"
"591";"Лагань"
"592";"Лазаревское"
"593";"Лакинск"
"594";"Ларионово"
"595";"Лахденпохья"
"596";"Лая"
"597";"Лебедянь"
"598";"Лев Толстой"
"599";"Легостаево"
"600";"Ленинск-Кузнецкий"
"601";"Леоново"
"602";"Лермонтово"
"603";"Лесная"
"604";"Лесной (Зеленоградский р-н)"
"605";"Летнево"
"606";"Ливны"
"607";"Ливонка"
"608";"Ликино-Дулево"
"609";"Липецк"
"610";"Липин Бор"
"611";"Липна"
"612";"Лиски"
"613";"Лиственка"
"614";"Листвянка"
"615";"Лобня"
"616";"Ловозеро"
"617";"Лодейное Поле"
"618";"Локня"
"619";"Локоть"
"620";"Ломовка"
"621";"Ломоносов"
"622";"Ломоносово"
"623";"Лоо"
"624";"Лопатино"
"625";"Лосино-Петровский"
"626";"Лох"
"627";"Луга"
"628";"Луги"
"629";"Лужки"
"630";"Лужки"
"631";"Лукино"
"632";"Лунино"
"633";"Лункино"
"634";"Лух"
"635";"Луховицы"
"636";"Лызлово"
"637";"Лысково"
"638";"Лысьва"
"639";"Лыткарино"
"640";"Львово"
"641";"Львы"
"642";"Любань"
"643";"Любенск"
"644";"Люберцы"
"645";"Любытино"
"646";"Люговичи"
"647";"Лядины"
"648";"Ляличи"
"649";"Магнитогорск"
"650";"Макаровка"
"651";"Макарово"
"652";"Макарьев"
"653";"Макарьево"
"654";"Максатиха"
"655";"Малая Дубна"
"656";"Малетино"
"657";"Малинники"
"658";"Малмыж"
"659";"Малоярославец"
"660";"Малы"
"661";"Малые Карелы"
"662";"Малый Борок"
"663";"Мамедова Щель"
"664";"Мамонтово"
"665";"Мантурово"
"666";"Маньга"
"667";"Мариинск"
"668";"Маркс"
"669";"Мармыжи"
"670";"Мартыново"
"671";"Марфино"
"672";"Марциальные воды"
"673";"Матвейково"
"674";"Матросы"
"675";"Махалино"
"676";"Махра"
"677";"Мглин"
"678";"Меглецы"
"679";"Медвежьегорск"
"680";"Меденицино"
"681";"Медное"
"682";"Медяны"
"683";"Межениновка"
"684";"Мезмай"
"685";"Мелихово"
"686";"Мензелинск"
"687";"Миасс"
"688";"Микляиха"
"689";"Микулино Городище"
"690";"Миллерово"
"691";"Милославское"
"692";"Михайлов"
"693";"Михайловка"
"694";"Михайловский перевал"
"695";"Мичуринск"
"696";"Можайск"
"697";"Молдино"
"698";"Монастырщина"
"699";"Монастырь (Холмогорский р-н)"
"700";"Монино"
"701";"Мончегорск"
"702";"Мордово"
"703";"Морозовицы"
"704";"Моршанск"
"705";"Москва"
"706";"Мраморское"
"707";"Мстера"
"708";"Мураново"
"709";"Мурманск"
"710";"Муром"
"711";"Мценск"
"712";"Мшенцы"
"713";"Мытищи"
"714";"Мышкин"
"715";"Мясной Бор"
"716";"Мятлево"
"717";"Набережные Челны"
"718";"Навошино"
"719";"Нагорный Иштан"
"720";"Надовражино"
"721";"Нальчик"
"722";"Наровчат"
"723";"Насва"
"724";"Наследницкий"
"725";"Наумово"
"726";"Находка"
"727";"Неберджаевская"
"728";"Невель"
"729";"Невьянск"
"730";"Недвиговка"
"731";"Неёлово"
"732";"Нежный"
"733";"Некрасовское"
"734";"Нелазское"
"735";"Немчинова Гора"
"736";"Непецино"
"737";"Нерехта"
"738";"Нижнекамск"
"739";"Нижние Серги"
"740";"Нижние Ураспуги"
"741";"Нижний Архыз"
"742";"Нижний Баскунчак"
"743";"Нижний Ломов"
"744";"Нижний Новгород"
"745";"Нижний Тагил"
"746";"Нижняя Добринка"
"747";"Нижняя Синячиха"
"748";"Николаевка"
"749";"Николаевка"
"750";"Николо-Урюпино"
"751";"Никольск"
"752";"Никольск"
"753";"Никольское (Рузский р-н)"
"754";"Никульское"
"755";"Новая"
"756";"Новая Ладога"
"757";"Новая Усмань"
"758";"Новое (Переславский р-н)"
"759";"Новоживотинное"
"760";"Новозыбков"
"761";"Новоивановское"
"762";"Новокузнецк"
"763";"Новомосковск"
"764";"Новоржев"
"765";"Новороссийск"
"766";"Новоселово"
"767";"Новосибирск"
"768";"Новоспасское"
"769";"Новотомниково"
"770";"Новотроицк"
"771";"Новотроицкое"
"772";"Новоуткинск"
"773";"Новохаритоново"
"774";"Новочеркасск"
"775";"Новые Ельцы"
"776";"Новый Березай"
"777";"Новый Быт"
"778";"Ногинск"
"779";"Ножкино"
"780";"Ныроб"
"781";"Нытва"
"782";"Обнинск"
"783";"Обоянь"
"784";"Овстуг"
"785";"Овсянка"
"786";"Одоев"
"787";"Ожерелки"
"788";"Озерки"
"789";"Озеро Булухта"
"790";"Озёры"
"791";"Оковцы"
"792";"Октябрьский"
"793";"Окуловка"
"794";"Оленегорск"
"795";"Олонец"
"796";"Ольгово"
"797";"Омск"
"798";"Онега"
"799";"Опеченский посад"
"800";"Опоки"
"801";"Опочка"
"802";"Оранки"
"803";"Орда"
"804";"Орел"
"805";"Оренбург"
"806";"Орехово"
"807";"Орехово"
"808";"Орск"
"809";"Орша"
"810";"Осеченки"
"811";"Осино-Гай"
"812";"Осиновец"
"813";"Осташево"
"814";"Осташков"
"815";"Остров"
"816";"Остров"
"817";"Островское"
"818";"Острогожск"
"819";"Отрадинский"
"820";"Охотино"
"821";"Оять"
"822";"Павлищев бор"
"823";"Павлово на Оке"
"824";"Павловск"
"825";"Павловск"
"826";"Павловский Посад"
"827";"Павловское"
"828";"Пады"
"829";"Пайгарм"
"830";"Палех"
"831";"Палласовка"
"832";"Папоротка"
"833";"Париж"
"834";"Пачеболка"
"835";"Пенза"
"836";"Пено"
"837";"Первомайский"
"838";"Первоуральск"
"839";"Перевоз"
"840";"Переволоки"
"841";"Переделкино"
"842";"Перелески (Переславский р-н)"
"843";"Перемышль"
"844";"Переславль-Залесский"
"845";"Пермогорье"
"846";"Пермь"
"847";"Пестово"
"848";"Петергоф"
"849";"Петрово-Дальнее"
"850";"Петровск"
"851";"Петровское"
"852";"Петровское"
"853";"Петрозаводск"
"854";"Петухово"
"855";"Петухово"
"856";"Петушки"
"857";"Печоры"
"858";"Пешелань"
"859";"Пёт"
"860";"Пинаевы Горки"
"861";"Пинега"
"862";"Питкяранта"
"863";"Пичаево"
"864";"Плавск"
"865";"Плес"
"866";"Плоскошь"
"867";"Плотицино"
"868";"Повенец"
"869";"Поворот на Сегежу"
"870";"Погар"
"871";"Погост (Каргопольский р-н)"
"872";"Погранкондуши"
"873";"Подвязье"
"874";"Подгороднее"
"875";"Поддубки"
"876";"Подлесный"
"877";"Подмоклово"
"878";"Подолец"
"879";"Подольск"
"880";"Подпорожье"
"881";"Подчервино"
"882";"Подъячево"
"883";"Пожня"
"884";"Поим"
"885";"Покров"
"886";"Покровка"
"887";"Покровское"
"888";"Полазна"
"889";"Полевской"
"890";"Полибино"
"891";"Полибино"
"892";"Полковниково"
"893";"Полотняный завод"
"894";"Полушкино"
"895";"Поляково"
"896";"Полярные Зори"
"897";"Поречье"
"898";"Поречье (Калязинский р-н)"
"899";"Поречье-Рыбное"
"900";"Порхов"
"901";"Почеп"
"902";"Пошехонье"
"903";"Пощупово"
"904";"Поярково"
"905";"Пречистое"
"906";"Пречистое"
"907";"Прибытково"
"908";"Приморск"
"909";"Приозерск"
"910";"Прислониха"
"911";"Пролетарский"
"912";"Протасово"
"913";"Протвино"
"914";"Прохоровка"
"915";"Пряжа"
"916";"Псков"
"917";"Пудож"
"918";"Пурех"
"919";"Пустошка"
"920";"Пустынь"
"921";"Пучеж"
"922";"Пушкин"
"923";"Пушкино"
"924";"Пушкинские горы"
"925";"Пущино"
"926";"Пыталово"
"927";"Пяозерский"
"928";"Пятигорск"
"929";"Радищево"
"930";"Радонеж"
"931";"Раёк"
"932";"Раифа"
"933";"Райсеменовское"
"934";"Ракитное"
"935";"Раково"
"936";"Раменское"
"937";"Рамешки"
"938";"Рамзай"
"939";"Рамонь"
"940";"Рассказово"
"941";"Ревда"
"942";"Репино"
"943";"Решма"
"944";"Ржев"
"945";"Рогожа"
"946";"Рождественно"
"947";"Рождествено"
"948";"Рославль"
"949";"Россошь"
"950";"Ростов Великий"
"951";"Ростов-на-Дону"
"952";"Рощинский"
"953";"Руза"
"954";"Рускеала"
"955";"Русский Камешкир"
"956";"Ручьи"
"957";"Рыбачий"
"958";"Рыбинск"
"959";"Рыбное"
"960";"Рыльск"
"961";"Рябово"
"962";"Ряжск"
"963";"Рязановский"
"964";"Рязанцево"
"965";"Рязань"
"966";"Рясня"
"967";"Сабурово"
"968";"Савеево"
"969";"Сазанье"
"970";"Салтыковка"
"971";"Самара"
"972";"Самарское"
"973";"Саминский погост"
"974";"Санкт-Петербург"
"975";"Сапожок"
"976";"Саракташ"
"977";"Саранск"
"978";"Сарапул"
"979";"Саратов"
"980";"Сартаково"
"981";"Сатка"
"982";"Сафоново"
"983";"Сафоново"
"984";"Свапуще"
"985";"Светлогорск"
"986";"Свирица"
"987";"Свияжск"
"988";"Свобода"
"989";"Себеж"
"990";"Селизово"
"991";"Селище"
"992";"Сельки"
"993";"Семенково"
"994";"Семенов"
"995";"Семеновское"
"996";"Семибратово"
"997";"Семигорье"
"998";"Сенькино"
"999";"Серафимович"
"1000";"Сергиев Посад"
"1001";"Сергово"
"1002";"Середниково"
"1003";"Серпухов"
"1004";"Сестрорецк"
"1005";"Сибай"
"1006";"Сизьма"
"1007";"Сикачи-Алян"
"1008";"Симбилей"
"1009";"Симы"
"1010";"Синявино"
"1011";"Синяя осока"
"1012";"Скопин"
"1013";"Скородное"
"1014";"Сланцы"
"1015";"Слободской"
"1016";"Слюдянка"
"1017";"Смогири"
"1018";"Смоленск"
"1019";"Снегири"
"1020";"Сокол"
"1021";"Солигалич"
"1022";"Соликамск"
"1023";"Солнечное"
"1024";"Солнцево"
"1025";"Соловки"
"1026";"Соловцовка"
"1027";"Соломкино"
"1028";"Солоники"
"1029";"Солотча"
"1030";"Солох-аул"
"1031";"Соль-Илецк"
"1032";"Сольба"
"1033";"Сольвычегодск"
"1034";"Сомино"
"1035";"Сорочий Лог"
"1036";"Сортавала"
"1037";"Сосновый Бор"
"1038";"Соха"
"1039";"Сочи"
"1040";"Спас-Клепики"
"1041";"Спас-Купалище"
"1042";"Спасск-Рязанский"
"1043";"Средний Икорец"
"1044";"Сростки"
"1045";"Ставрово"
"1046";"Старая Ладога"
"1047";"Старая Пустынь"
"1048";"Старая Русса"
"1049";"Старая Рязань"
"1050";"Старая Ситенка"
"1051";"Старая Слобода"
"1052";"Старица"
"1053";"Стародуб"
"1054";"Старожилово"
"1055";"Старочеркасская"
"1056";"Старый Оскол"
"1057";"Старый Покров"
"1058";"Степановка"
"1059";"Степанщино"
"1060";"Степурино"
"1061";"Стрельна"
"1062";"Ступино"
"1063";"Судбищи"
"1064";"Судиславль"
"1065";"Судогда"
"1066";"Суздаль"
"1067";"Суйда"
"1068";"Суксун"
"1069";"Сумбулово"
"1070";"Сураж"
"1071";"Сурское"
"1072";"Сусанино"
"1073";"Суханово"
"1074";"Сызрань"
"1075";"Сыктывкар"
"1076";"Сынтул"
"1077";"Сысерть"
"1078";"Таганрог"
"1079";"Тайцы"
"1080";"Талабские острова"
"1081";"Талашкино"
"1082";"Талдом"
"1083";"Талеж"
"1084";"Талица"
"1085";"Талицы"
"1086";"Тальцы"
"1087";"Тамань"
"1088";"Тамбов"
"1089";"Тамбовка"
"1090";"Тараканово"
"1091";"Тарногский Городок"
"1092";"Таруса"
"1093";"Тасинский"
"1094";"Таштагол"
"1095";"Тверь"
"1096";"Творожково"
"1097";"Темников"
"1098";"Темрюк"
"1099";"Тервеничи"
"1100";"Териберка"
"1101";"Теряево"
"1102";"Тетерюгино"
"1103";"Тёмкино"
"1104";"Тимирязево"
"1105";"Тихвин"
"1106";"Тобольск"
"1107";"Тольятти"
"1108";"Томск"
"1109";"Торжок"
"1110";"Торопец"
"1111";"Торосово"
"1112";"Тотьма"
"1113";"Троицк"
"1114";"Троицк"
"1115";"Трубчевск"
"1116";"Труженик"
"1117";"Трутнево"
"1118";"Туапсе"
"1119";"Туим"
"1120";"Тула"
"1121";"Тума"
"1122";"Турбаза Катунь"
"1123";"Тургенево"
"1124";"Тургояк"
"1125";"Тутаев"
"1126";"Туэкта"
"1127";"Тюмень"
"1128";"Тюрмеровка"
"1129";"Уборы"
"1130";"Уварово"
"1131";"Углич"
"1132";"Удельная"
"1133";"Удино"
"1134";"Удомля"
"1135";"Улан-Удэ"
"1136";"Ульяновка"
"1137";"Ульяновск"
"1138";"Умба"
"1139";"Умет"
"1140";"Ундоры"
"1141";"Унеча"
"1142";"Урочище Калбак-Таш"
"1143";"Урусово"
"1144";"Урусово"
"1145";"Урусово"
"1146";"Уршельский"
"1147";"Урюпинск"
"1148";"Усолье"
"1149";"Усть-Каремша"
"1150";"Усть-Кинельский"
"1151";"Усть-Писаная"
"1152";"Усть-Сема"
"1153";"Устье"
"1154";"Устюжна"
"1155";"Уфа"
"1156";"Ухта"
"1157";"Учдере"
"1158";"Фатеж"
"1159";"Федоскино"
"1160";"Феофилова Пустынь"
"1161";"Ферапонтово"
"1162";"Филипповское"
"1163";"Фролищи"
"1164";"Фруктовая"
"1165";"Фрязино"
"1166";"Фряново"
"1167";"Фурманов"
"1168";"Ханты-Мансийск"
"1169";"Хвалынск"
"1170";"Хворостьево"
"1171";"Хилово"
"1172";"Хлебалово"
"1173";"Хмелита"
"1174";"Холмогоры"
"1175";"Холуй"
"1176";"Холюны"
"1177";"Хорьково"
"1178";"Хоста"
"1179";"Хотьково"
"1180";"Хреновое"
"1181";"Царевка"
"1182";"Цимлянск"
"1183";"Чаломкино"
"1184";"Чапаевск"
"1185";"Чаплыгин"
"1186";"Чашниково"
"1187";"Чвижипсе"
"1188";"Чебоксары"
"1189";"Челябинск"
"1190";"Чемал"
"1191";"Черга"
"1192";"Чердынь"
"1193";"Черемшанка"
"1194";"Черемыкино"
"1195";"Череповец"
"1196";"Чернетово"
"1197";"Черноголовка"
"1198";"Чернушка"
"1199";"Черный Ануй"
"1200";"Чернь"
"1201";"Чернянка"
"1202";"Чертовицы"
"1203";"Чехов"
"1204";"Чике-Таман"
"1205";"Чимеево"
"1206";"Чиркино"
"1207";"Чистополь"
"1208";"Чита"
"1209";"Чишмы"
"1210";"Чкаловск"
"1211";"Чудиново"
"1212";"Чудово"
"1213";"Чусовой"
"1214";"Чухлома"
"1215";"Шабровский"
"1216";"Шадринск"
"1217";"Шамордино"
"1218";"Шапкино"
"1219";"Шарья"
"1220";"Шатки"
"1221";"Шатура"
"1222";"Шахе"
"1223";"Шацк"
"1224";"Шелтозеро"
"1225";"Шемышейка"
